,title,pay_bracket,description
201,['Test Analyst - Investments'],['Na'],"[""Be inspired everyday\n\nAt HESTA we’re a leading national superannuation fund dedicated to people working in health and community services – a growing sector of ordinary people doing extraordinary things, day in day out, right across Australia.\n\nMore than 860,000 Australians trust HESTA with their money. So together, we invest billions in savings globally. We're about creating brighter futures for our members. And, a better world for generations to come. Our focus is on helping our members enjoy a retirement they’ve worked hard for.\n\nThe opportunity\n\nAs the Test Analyst – Investments (12 month contract), you’ll play a key role in the Quality Assurance and Quality Control delivery of investment initiatives at HESTA. This role will be responsible for the creation and execution of test scenarios and cases relating to the delivery of two projects key to the achievement of HESTA’s strategic objectives – Investment Data Management and Portfolio Management System. These projects will be crucial in supporting the internalisation of investment management at HESTA and take our investment execution capability to a whole new level. In doing so you can expect to work closely with SMEs from various business areas in the delivery of other small to medium-sized projects, supporting business teams to deliver a quality assured release.\n\nAbout you\n\nith a strong background in Test Analysis in financial services and a track record of working collaboratively with Business Analysts and Development teams across all stages of projects, you’ll be eager to use your expertise to help make a positive difference to every HESTA member’s financial future. ISTQB Certified and with financial services domain experience (mandatory) you’ll also ideally have strong exposure to Selenium, Gherkin and/or other QA tools as well as experience in using Jira and Confluence. Understanding of and experience in Software Development Life Cycles, including Waterfall and Agile approaches will also set you up for success.\n\nWhat’s in it for you?\n\nThis role represents the chance to join a leading industry fund that offers a welcoming and supportive culture as well as unrivalled training and development opportunities. Other benefits include:\n\na competitive remuneration packageopportunities to grow your careersustainable and collaborative workspaces\n\nHESTA is a great place to work. But don’t take our word for it: we were named (again!) Employer of Choice for Gender Equality 2019.\n\nAboriginal and/or Torres Strait Islander people are encouraged to apply.\n\nPlease note: Applications via recruitment agencies will not be accepted for this position.""]"
202,['Acurity Test Analyst'],['Na'],"['About Us:\nUniSuper is one of Australia’s largest superannuation funds and is run solely for the benefit of its members. For more than 34 years, UniSuper has been managing super for people employed in the higher education and research sector. UniSuper currently invests around $85 billion on behalf of 450,000 current and former higher education and research employees.\nThe Opportunity:\nWe’re all here to help deliver greater retirement outcomes for our members. Your role supports UniSuper doing this by ensuring stability, availability and reliability of production platforms through planned testing whilst supporting key compliance projects.\nIn addition, you’ll be part of delivering quality application change across various platforms through analysis, planning, creation and execution of Test designs, cases and procedures\nKey Responsibilities will include:\nDesign test scenarios in adherence with UniSuper testing framework, through the analysis and investigation of requirements, solution designs and process documentation\nStructure test scenarios within a test suite that provides for timely completion of testing, appropriate test coverage, the capture of relevant and accurate test results\nCreate, execute, and maintain test cases relating to specific functional or technical requirements\nIdentify test data requirements in preparation for test execution\nSkills Required:\nAcurity experience a MUST\nExtensive testing background within large complex environments\nExtensive procedure and system knowledge\nStrong Agile and Waterfall methodology experience\nDemonstrable experience delivering effective and efficient functional testing on projects\nFinancial experience highly regarded\nAbility to adapt to multiple testing tools and methodologies\nWhat We Offer\nA challenging, collaborative and fun culture. You will receive the support that you need to build your own career in a People team that is under new leadership and leading change across UniSuper.\nYou’ll also receive extra annual leave days between Christmas and New Year, access to a Wellness program, volunteer leave, generous superannuation contributions, gym discounts and support for flexibility. You can also access our Financial Advisers at a reduced rate to help you plan your financial future.']"
203,['Energy Market Reconciliation and Reporting Analyst'],['Na'],"[""There’s never been a better time to be at AGL\nAt AGL, we believe progress is powered by our people.\nIf you’re set on making real change for tomorrow, we have the scale, resources and ambition to get it started today.\nNow’s an extraordinary time to work with us. We’re taking the lead on renewables and expanding our products to make them more sustainable, affordable and useful for all Australians.\nThat’s what we call progress. To achieve it, we’re bringing together people with unique stories, perspectives, backgrounds and talent – and we need yours too!\nAbout the Role\nOpportunity to support our Energy Markets Reconciliation Team\nExcellent benefits, including discounted energy and telco plans\nFlexible working\nAt AGL we have a passionate belief in progress for life – a relentless determination to make things better for our communities, the Australian economy, and our planet. We’re focused on delivering new, innovative and integrated offerings to meet the changing needs of our customers in an ever-changing energy environment. We believe in ‘actions, not words’, which not only drives the way we work together and for our customers, but also how we give back to local communities in meaningful ways.\nCustomer Markets is committed to AGL’s future growth by bringing our Purpose – Progress for life – alive for our customers, grow customer numbers and value, and support generation investment.\nWe have an exciting opportunity for you to join our Energy Markets Reconciliation Team within the Customer Markets division. The team ensures the accuracy of invoices and reduces the risk of overpayments and billing errors in accordance with the AGL risk strategy, relevant B2B procedures, jurisdictional time frames and regulatory and contractual requirements. Reporting to the Network Reconciliation Team Lead, the Reconciliation Analyst will be responsible to oversee, monitor and execute network and energy reconciliations and initiatives.\nHow you'd make an impact on our team?\nProactively work with wider teams to identify, analyse and develop processes to reduce overcharges of network and energy charges.\nFocus on improvements which increase the percentage of reconciled items.\nPerform effective 3-way reconciliation between energy, network and billing to ensure that AGL accurately pass through all applicable charges to customers.\nProvide/Create accurate and timely reporting including trends, status updates and tracking of disputed items and recovery of overcharges.\nContribute towards the team revenue target by ensuring all incorrect charges are disputed.\nWhat you’ll bring to the table:\nProven experience in a data driven role operating in a large business environment.\nAbility to design, develop and create reports/dashboards using advanced knowledge of Microsoft Excel, SQL and reporting tools like PowerBI, Tableau along with demonstrated attention to detail.\nAbility to interpret and draw insights from large, complex and ambiguous data sets, communicate those insights appropriate to the audience needs and make evidence-based recommendations to inform decisions.\nStrong analytical and visualisation skills to support strategic decision making to minimize revenue leakage.\nExperience with process management, delivery of process improvement opportunities including working with an offshore function.\nAbility to adapt well to change and have a pro-active approach to continuous improvement.\nAt AGL all employees are encouraged to be themselves and to bring their whole selves to work every day. We encourage applications from Aboriginal and/or Torres Strait Islander people, people living with disability, culturally and linguistically diverse people and people of the LGBTQ+ community, including transgender, gender diverse, and intersex people. AGL has a commitment to maintain a diverse workforce, so welcomes the opportunity for applicants to share their lived experiences but recognises that some applicants may not wish to disclose, so that option is supported.\nPlease note - unsolicited resumes from agencies will not be accepted by AGL.\nJob Family Group:\nBilling and Credit Control - Group""]"
204,['Reporting Analyst'],['Na'],"['Primary Location\nMelbourne, VIC\nJob Description Summary\nExciting opportunity to join our Technology & Continuous Improvement team as a Reporting Analyst\nAbout the Role\nService Stream’s Telecommunications division are currently seeking a Reporting Analyst to join our Technology & Continuous Improvement team. Reporting directly to the Business Assurance & Reporting manager, you will be responsible for working collaboratively within Fixed Communications (business and technology stakeholders) to elicit, analyse, translate, and document business requirements into specifications that will allow for the development of BI reporting. Based in our Collins Street head office (VIC), and offered on a 6-month Max Term, Full Time basis, this position offers an excellent opportunity for the right candidate.\nKey Responsibilities\nFacilitate workshops between multiple business stake holders and SMEs in order to acquire and document solid business requirements\nLiaise with key business users, IT and external suppliers in the development of reports\nDevelop strong and positive relationships with both internal and external customers\nAssess delivered solutions for alignment with expected business outcomes\nAbility to clearly document user requirements\nSkills and Experience\nTechnical qualifications in SQL, Power BI, Microsoft SSRS and analytics (reporting, predictive, prescriptive)\nRelevant experience and understanding of user needs of information and communication technologies and systems\nExperience in conducting workshops to extract information and provide training\nExperience and skills in presenting and pitching solutions (preferred)\nExperience in the telecommunications and/or utilities industries (preferred)\nBenefits\n6-month, maximum term opportunity\nFocus on reward & recognition\nSupportive team culture\nDepartment\nGBIS\nHow to Apply\nIf this sounds like you apply now to the Service Stream']"
205,['Data Analyst'],['Na'],"['Email : Jobs@Playsidestudios.com\n\nData Analyst\n\nOverview:\n\nWe are looking for a data analyst to join our scaling team. Working on multiple apps and games over multiple networks you will be tasked on finding ways to improve our titles with data!\n\nPrimary Responsibilities:\nCombine analytical skills and business acumen to provide the product team with the insights that will drive strategy.\nAnalyse data, edit concise and meaningful insights: find the signal in the noise that can drive new features or disclose news usages.\nSet up and run app-specific A/B tests to drive KPI improvements and help decision making.\nPlay a key role in supporting the vision for business analytics and challenge the processes to recommend improved KPIs.\nWork closely with product managers and data scientists in order to set up a top data team that can bring high added value to our products and businesses on the long run.\nRequired Skills:\n\nExcellent analytical, problem solving skills including root cause analysis and data cleansing.\nComfortable to interact and work together technical teams\nWillingness to learn data analysis and application development to provide optimal support.\nExperience with data warehousing and BI platforms.\nAdvanced knowledge of Excel & experience of statistical analysis tools including, R, Python, SQL and any other programming language experience.\nAbility to effectively communicate complex insights and structured hypothesis\nBonus Points:\n\n2+ years of working experience.\nPrior data analysis experience in a startup with a large user base\nExperience in Apps or Games..\nTrack record with successful mobile games.']"
206,['Service Desk Support Analyst'],['Na'],"['Job no: 500029\nWork type: Full time\nLocation: East Melbourne\nCategories: Information Technology\n\nConvenient East Melbourne location, close to public transport\nGreat culture with fun, friendly team and supportive management\nExcellent Not for Profit Salary Packaging Benefits\n\n\nAbout the role\n\nThe Service Desk Support Analyst is the first point of contact to support staff and clients reporting issues, requesting information and access, or other services. The role is responsible for ensuring ICT queries or issues are captured, validated and triaged for further processing, ensuring that information is communicated to users through the appropriate channels.\n\nPrimarily providing level 1 and 2 service support, the role will support and own the escalation process for issues of greater magnitude or where higher-level skill sets or partners to the business are required. As technology changes so will the role of the Service Desk Support Analyst through supporting the latest IT approved applications available to staff.\n\nProactively identify and diagnose ICT related issues and problems\nProvide ICT support and assistance by phone, email and/or using the service desk ticketing system\nHelp manage the deployment, configuration and security of desktop and mobile computing and peripheral devices\nIdentify repetitive issues as problems and support the problem management and resolution process\nAssist with the compilation and management of ICT asset registers, and device lifecycle management\n\n\nSkills & experience\n\n\nQualification in Information Technology or equivalent technical knowledge\nDemonstrated knowledge of personal computer support e.g. troubleshooting, networking, hardware, software packages, printers, scanners etc.\nWell-established customer service and communication skills; ability to explain procedures, provide information and liaise with clients, stakeholders and members of the public\nQuick learner with the ability to troubleshoot problems on the go and use initiative to resolve technical problems\nStrong time management skills with the ability to work under pressure and prioritise effectively in a high-pressure environment\nCurrent valid Victorian driver’s license\n\nAn ITIL V3/V4 certification or previous experience in a service desk environment will be looked upon favourably.\n\n\nBenefits\n\nAs an employee of VMCH you will be provided with ongoing personal and professional development, career pathways opportunities, a positive and supportive workplace culture and excellent salary packaging benefits.\n\n\nAbout us\n\nVMCH are a Catholic not-for-profit organisation, providing services including affordable housing, residential aged care, retirement living, community and disability services and specialist education to 7,600 people across Victoria. We operate in over 50 locations, have 2,600+ employees and over 600 volunteers maintaining our 24/7 service to vulnerable people across Victoria.\n\n\nIf you meet the above criteria and are passionate about making a positive difference in people’s lives, we would love to hear from you!\n\n\nTo work at VMCH, you will be required to supply proof of work rights, an Australian Criminal History Check, Evidence of 2020 Flu Vaccination and a Victorian Employee Working with Children Check. You may also be required to supply an International Police Check.\n\nWe do not accept unsolicited resumes, emails and phone calls from recruitment agencies.\n\nDownload the Position Description\n\nAdvertised: 19 Nov 2020 12:00 AM AUS Eastern Daylight Time\nApplications close: 03 Dec 2020 11:30 PM AUS Eastern Daylight Time']"
207,['Policy Analyst'],['Na'],"['The Policy Analyst provides authoritative advice and administration in a range of public sector governance areas including board and director roles and responsibilities, performance planning and reporting, risk management and the conduct of relevant statutory processes.\nThe position will suit a motivated and conscientious person who is interested in the responsible stewardship of public assets, and capable of developing and maintaining sound relationships with a range of internal and external stakeholders.\nSpecialist/Technical Expertise/Qualifications\n\n\nExpertise arising from working in legislation and legal concepts, finance and/or risk management, or in board recruitment will be highly regarded.\n\nThis is a fixed term position for 12 months.\nTo be considered for this position, your application should include a supporting statement demonstrating that you meet the Key Selection Criteria detailed in the position description, including the Specialist/Technical Expertise/Qualifications and Knowledge and Skills sections.\nFor further information please refer to the attached position description.\nApplications close at midnight on 18 November 2020\n\nOther relevant information:\nPreferred candidates will be required to undertake pre-employment screening, including a Declaration and Consent form and a National Police Check.\nWe are building an inclusive workplace to help realise the potential of our employees, embrace our differences, and apply our diverse thinking to innovation and delivering services to Victorian communities. All jobs can be worked flexibly and we encourage job applications from Aboriginal people, people with disabilities, young people and people from culturally diverse backgrounds.']"
208,['Analyst'],"['$86,558 - $98,210 a year']","[""Job Description\n\nLocation: Melbourne | CBD\n\nJob type: Full time\n\nOrganisation: Department of Transport\n\nSalary: $86,558 - $98,210\n\nOccupation: Policy\n\nReference: VG/80004923A\n\nThe Department of Transport brings together all transport modes to design, plan, build and operate Victoria's transport system. Our job is to further integrate the transport network and improve the delivery of services to Victorians for simpler, quicker and safer journeys that connect people and places and support Victoria's prosperity and liveability. We're excited to offer this opportunity for you to become part of the Department that delivers more choice, connections and confidence in our travel, ensuring the whole transport network works as one to deliver better services and outcomes.\n\nAnalyst\n\nAnnual Salary Range: $86,558 – $98,210 per annum, plus superannuation\nTenure: Ongoing\nEmployment Type: Full Time\nUsual Work Location: Melbourne CBD (currently work from home)\n\nAbout the Team\n\nThe Policy and Innovation Division drives future transport opportunities, legislative and policy reform, and imbed a deep understanding of the user and innovative technology.\n\nAbout the Opportunity\n\nThis primary purpose of this role is to apply appropriate methodologies and analysis techniques as well as strong management of data collection suppliers to deliver robust measure of patronage, capacity utilisation, and travel behaviour.\n\nKey Accountabilities:\nSupport with timely processing of data to produce regular metrics, such as public transport patronage data, while adhering to appropriate quality controls\nSupport with the development of new or existing products, including the ingestion of data from surveys, automatic passenger counters and data sources internal across the industry to yield better insights. This includes analysis, stakeholder engagement, quality control, and administration\nWorks collaboratively with colleagues to support reporting programs and identify trends and new insights\nWorks collaboratively with colleagues to procure and manage vendors\nWorks with integrity to maintain privacy obligations, quality control, and reliability of data products and analysis\n\nAbout you:\nWell-developed conceptual, analytical and problem-solving skills to interpret data and respond to business requirements\nSound understanding of statistics and comfortable working with data to produce meaningful insights\nOne or more programming language (R, SQL, Python, etc.) and ability to manipulate large datasets\nHas sound project management skills and is organised in their approach to work\nAble to express themselves clearly and articulate complex ideas both in writing and verbally\nIs professional and personable in their conduct with colleagues and stakeholders\nIs innovative in their approach to work and constantly looking for opportunities to improve processes and analyses\n\nDesirable\n\nTertiary qualification in a relevant or a related discipline.\n\nCulture and Benefits\n\nThe Department of Transport is committed to building a culture of developing our people to achieve great outcomes for the Victorian transport network. We are proud of our commitment to flexible work arrangements that support different ways of working, helping employees balance work and life.\n\nHow to Apply\n\nApplications should include a resume addressing relevant skills and experience. Applications close 11.59pm on Tuesday, 1 December 2020.\n\nFor a confidential discussion regarding this opportunity please call Andrew Molloy, Manager Data Science on 03 8392 8756.\n\nPreferred applicants may be subject to pre-employment checks. Information provided to the Department of Transport will be treated in the strictest confidence.""]"
209,['Planning and Reporting Analyst'],['Na'],"['About the role\nThe Planning and Reporting Analyst works within the Planning and Risk Management team and is responsible for developing and producing management reports to meet the requirements of managers and other users of reports. The role is also responsible for developing and implementing data analytics to identify and analyse exceptions, trends and other relevant insights into financial data to provide advice to senior management. The Finance and Risk team have established finance reporting, the successful applicant will improve user friendliness of extracting information from available data and will present it in a visually appealing way.\nThe Planning and Reporting Analyst also provides advice to Members of Parliament and electorate officers on their budget expenditure in accordance with the relevant legislation and guidelines. This role supports the Senior Budget and Risk Analyst with the State budget process and external reporting requirements.\nAbout you\nTo be successful in this role you will have proven experience in using data analytics and reporting tools with large financial management systems, such as Oracle. You will have skills and experience in extracting and visually presenting useful trends from large datasets. You will have experience in using a diverse range of reporting tools and will be able to review our data, and suggest and implement relevant tools and programs to analyse and present data. You will have experience in coordinating projects with input from variety of stakeholders at different levels of the organisation.\nYour ability to interpret and apply legislative requirements, including Accounting Standards and related financial legislations, will be a strength.\nYou are a strong communicator and demonstrate the ability to communicate with both technical and non-technical stakeholders.\nQualification or proven experience in data analytics is desirable.\nWhy join us?\nThe Parliament of Victoria is committed to providing employees with flexible working conditions to support our employees in balancing their work and life commitments. You may also be eligible for annual discounts on various personal utilities, including myki pass and private health insurance.\nYour professional development is important to us, that\'s why we have a dedicated learning and development framework, along with leadership development programs and targeted in-house training.\nWhether you\'re working in the iconic heritage listed Parliament House building or in our adjacent open-plan, modern offices you\'ll have easy access to public transport, Melbourne\'s top retailers, cafes and restaurants, along with other lifestyle attractions available on the unique Collins Street and Spring Street precincts.\nHow to Apply\nUsing the ""Apply Now"" button, please respond to our questions in the application, include your resume and brief cover letter (1-2 pages) broadly outlining your experience in line with the Key Selection Criteria contained within the position description']"
210,['Senior Sonata Administration Analyst'],['Na'],"['Mercer is seeking candidates for the following position based in Melbourne:\n\nSenior Sonata Administration Analyst\nWhat can you expect:\nTo provide support to the Administration team on complex issues including benefit and insurance design, legislative requirements, fund and reserve setup and administration as they relate to the Sonata registry system\nThe role includes working on best practice methodology, process improvement and involvement in project management where required\nProviding technical direction and coaching on the use of Sonata to the Administration team\nTroubleshooting administration inquiries in relation to Sonata\nWhat is in it for you:\n35 hour working week\nLeading training and development program\nFlexibility\nProfessional environment where your career path really matters and is supported in our global organisation\nGreat team environment with energetic and supportive colleagues\nWe will count on you to:\nAct as a Subject Matter Expert on change initiatives and remediation of work as they relate to Sonata\nAnalyze Sonata issues, understand impacts and propose resolution options as well as support fix effort\nAssess current manual processes and identify opportunities to streamline processes or automate\nProvide support for the daily Sonata administration processes as a decision maker and escalation point\nSupervise and assist in completion of complex administration and fund level tasks on Sonata\nMeet all compliance requirements\nManage the investigation and scoping of Sonata rectification work through to completion\nPerform peer review of any complex and non-standard processing on Sonata, and respond to complex inquiries\nProviding guidance and coaching for experienced members of the team\nProject confidence when communicating with both internal and external stakeholders regarding Sonata processes and issues\nWhat you need to have:\nSuperannuation experience – ideally at least 2 years\nIn depth knowledge of Sonata registry system\nExcellent analytical skills\nStrong organisation and planning skills\nAbility to work independently\nExcellent knowledge of superannuation legislation and insurance within superannuation\nGood communication skills\nStrong coaching skills\nAbout us:\nMercer builds brighter futures by redefining the world of work, reshaping retirement and investment outcomes, and unlocking real health and well-being. Mercer’s more than 25,000 employees are based in 44 countries and the firm operates in over 130 countries. Mercer is a business of Marsh & McLennan (NYSE: MMC), the world’s leading professional services firm in the areas of risk, strategy and people, with 75,000 colleagues and annualized revenue approaching $17 billion. Through its market-leading businesses including Marsh, Guy Carpenter and Oliver Wyman, Marsh & McLennan helps clients navigate an increasingly dynamic and complex environment. For more information, visit www.mercer.com. Follow Mercer on Twitter @Mercer.\nMercer is an equal opportunity employer committed to embracing a diverse, inclusive and flexible work environment. We aim to attract and retain the best people regardless of their sex (including intersex), marital/parental status, ethnic origin, nationality, age, background, disability, sexual orientation and gender identity.\nPlease apply using the link below, applications will only be considered from candidates who have the appropriate approval to work in Australia. Successful applicants will be required to complete a Criminal & Bankruptcy check prior to commencement of employment.']"
211,['Java Analyst'],['Na'],"['JOB DESCRIPTION\n\nTechnology Analyst (JL4)\nAbout Infosys:\n\nInfosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.\n\nVisit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.\n\nLocation: Sydney\n\nShort Description:\n5+ years total hand-on experience\nExperience in corporate environment\nTechnical skillset\nMANDATORY\nJava & J2EE\nSpring (Core, MVC, Boot), JPA/Hibernate\nReact JS\nMicro services design, development and deployments.\nBuild & automation tools – Maven, Jenkins or Teamcity.\nSource control tools – Github or BitBucket.\nAmazon Web Services (Ec2 and Lambda).\nExperience in Agile methodologies.\n\nNICE TO HAVE\nTest driven development (TDD) – Junit, Mockito, RestAssured ,Cucumber.\nAEM(Adobe Enterprise Manager)\nCache Frameworks – Redis\npython\nMS Azure\nCI/CD – Jenkins, Docker\nApache Kafka, Apache Camel\nPublished freelance projects/websites, Active/passive Tech Blogger, etc…\nTertiary IT Quaification\nNon-technical skillset\nTime management\nManage risk\nGood communication (verbal and written)\nWillingness to train others\nAbility to work and participate in a team environment\nExperienced in Agile Scrum or Agile Lean methodology\nAll aspects of employment at Infosys are based on merit, competence and performance. We are committed to embracing diversity and creating an inclusive environment for all employees. Infosys is proud to be an equal opportunity employer.\nAt Infosys, we recognize that everyone has individual requirements. If you are a person with disability, illness or injury and require adjustments to the recruitment and selection process, please contact our Recruitment team for adjustment only on Infosys_ta@infosys.com or include your preferred method of communication in email and someone will be in touch.\n\nPlease note in order to protect the interest of all parties involved in the recruitment process, Infosys does not accept any unsolicited resumes from third party vendors. In the absence of a signed agreement any submission will be deemed as non-binding and Infosys explicitly reserves the right to pursue and hire the submitted profile. All recruitment activity must be coordinated through the Talent Acquisition department.']"
212,['Commercial Analyst - Consumer Goods'],['Na'],"[""Job no: 745084\nWork type: Full time\nLocation: Melbourne - Metro West\nApplications close: 18 Dec 2020 11:55 PM AUS Eastern Daylight Time\nHere at Linfox we believe together, anything is possible. Use sophisticated technology to deliver everyday essentials and natural resources for Australia’s biggest companies. Work with major customers in retail, healthcare, government and defence. Shape the future of logistics with industry leading innovations in safety, sustainability and efficiency. Create a career to be proud of. Expect all this and more when you join Linfox.\nWhat does the job look like?\n\nThe Consumer and Healthcare Group Business Unit are currently seeking a passionate Commercial Analyst to be based at our Essendon Fields Head Office in Victoria. This is an exciting opportunity for a motivated and proactive analyst with strong operational experience.\n\nYou will be overseeing the commercial and financial aspects, in addition to actively supporting the growth and development of this contract. You will be responsible for providing in-depth reporting and ongoing business analysis to assist the operations for this key contract. You will strive to improve the efficiency and competitiveness of the operations to ensure optimal performance. Key areas:\n\nProvision of timely and accurate information for the weekly generation of financial reporting and billing of customers\nSupport business objectives by analysing site information and management requirements\nProactively collaborating with the operational team to streamline current process and /or data management\nManaging and improving analytical and financial modelling tools and systems\nCoordination of weekly, monthly, quarterly reviews with the customer\n\nAre you the one?\n\nThis is an outstanding opportunity for a passionate, hands on individual to help deliver best practice outcomes. You can demonstrate:\n\nHigh attention to detail with a systematic and organised approach to work\nPrevious experience in commercial and financial functions within the transport and logistics industry will be highly regarded\nBachelor’s degree in Accounting/Finance/Business/Supply Chain will be highly regarded\nWell-rounded analytical skills and commercial judgement\nStrong communication skills and ability to develop internal and external relationships\nIntermediate to advanced skills in MS-Excel is essential and CPA or CA qualification will be highly regarded\n\nSound like you? Please click the apply button to submit your application and resume.\n\nWe kindly request no unsolicited resumes or approaches from Recruitment Agencies. Linfox is not responsible for any fees related to unsolicited resumes.\n\nFurther information\n\nYou will be required to meet Linfox's employment criteria which will include but not be limited to a criminal history check and full medical with a drug and alcohol test.""]"
213,['Application Support Analyst'],['Na'],"[""Computershare (ASX:CPU) is a global market leader in transfer agency and share registration, employee equity plans, proxy solicitation and stakeholder communications.\n\n\nWe also specialise in corporate trust, mortgage, bankruptcy, class action, utility and tax voucher administration, and a range of other diversified financial and governance services.\nComputershare is represented in all major financial markets and has over 12,000 employees worldwide.\n\nThe role:\n\nComputershare Technology Services (CTS) is seeking an Application Support Analyst experienced with VMS/Linux software to join them on a permanent full-time basis.\n\nThe Application Support team ensures efficiency and reliability of its Core system (SCRIP), and the delivery of application functionalities and infrastructure changes within the Oceania region. Our objective is to ensure adequate support is provided to all stakeholders to meet their strategic agendas.\nJoining a close-knit team that requires liaison with all business units, direct clients and other technology teams, and provides exposure to complex environments and interfaces through issue diagnosis, application analysis, processing of requirements and some essential testing.\n\nAn understanding of the securities industry and an awareness of upcoming technologies will be an advantage in this role.\n\n\nFlexibility:\nThis position requires that you are flexible with working hours and able to cover shifts on a rotating roster from 7am – 7pm with the 2 shifts being 7am – 3pm and 11am – 7pm. There will also be an on-call support component to this role with a rotating on call roster every 8 weeks.\n\nResponsibilities Include:\n\nProvide technical mentoring and guidance to clients\nRespond to requests for technical assistance in person, via phone, electronically\nShow initiative in reducing support queues\nDiagnose the causes of items reported\nLiaise with development teams to resolve software issues\nResearch questions using available information resources\nAdvise user on appropriate action\nLog all request interactions\nRedirect problems to appropriate resource\nIdentify and escalate situations requiring urgent attention\nTrack and route problems and requests and document resolutions\nStay current with system information, changes and updates\nEnsure all relevant processes, documents, checklists and standards are adhered to in order to maximise quality.\nSuggest ways to improve existing processes and/or create additional ones to improve quality and efficiency\nTo ensure your success in this role you will bring:\n\nExtensive VMS/Linux Application knowledge\nRelevant experience in the Financial/Share Registry sector\nHigh degree of self-direction, initiative and motivation\nFlexible approach to work, including hours\nAbility to negotiate and influence others\nAble to work under pressure and set priorities and deliver to tight deadlines/milestones\nAbility to work with demanding stakeholders and develop strong working relationships\nYou must be an Australian Citizen or Permanent Resident to be considered for this role.\n\nKeeping our employees safe\nWe're currently performing all interviews, assessments and background checks online to ensure the safety of everyone involved.\n\n\nMost of our employees are working remotely. For people who need to be in the office we're following government guidelines on safe working. This includes regular cleaning, maintaining safe distances and limiting the number of people in the office at any one time.\n\nWe want every person who joins our team, every customer and every supplier to feel welcome. We see diversity as a source of strength - the more perspectives we have, the better equipped we’ll be to meet the demands of our diverse global customer base. We believe in equality for everyone, regardless of age, ethnicity, gender identity, race, religion, disability or sexual orientation.\n\n| CERTAINTY | INGENUITY | ADVANTAGE |""]"
214,['Data Insights Analyst'],['Na'],"['Is innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?\n\nJoin our growing global NTT team and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future. We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.\n\nWant to be part of the team?\n\n\nWe are seeking a Data Insights Analyst for our Melbourne office. This is a unique opportunity to join our passionate Data & Analytics team, using your experience in turning data into meaningful stories that will enable our customers to make effective data driven decisions.\n\nYour day at NTT\n\nEngage with users to design insight experiences that drives underlying business needs\nDefining user requirements from low-fidelity sketches to high-fidelity mock-ups\nCombining data, narrative and visuals to solve complex problems with meaningful insights\nUsing your design skills to collaborate with users to uncover hidden insights.\nDesigning and delivering insights to users through reporting tools\n\n\nWhat would make you a good fit for this role?\n\nAbility to combine visualisations and language to delivery effective insights to users\nExperience in working in visualisation tools, such as PowerBI, to deliver insights into the business\nStrong solutioning focus with an understanding of how data can be applied to resolve business problems\nEffective communication skills and the ability to explain complex concepts to broader audiences.\nAbility to communicating your concepts and ideas via storytelling\nAn understanding of design methodologies such as human centred design\nExperience in SQL, Python and R desirable\nJoin NTT and shape your career with us.\n\nJoin our growing global team and accelerate your career with us. Apply today.\n\nFor more information about this or other opportunities, please contact Swapna Raghavan. Please quote our job reference number 476482.\n\nAbout us\n\nNTT Ltd. is a global ICT provider, employing more than 40,000 people in a diverse and dynamic workplace, and delivering services in over 200 countries and regions. We partner with organizations around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure.\n\nNTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.']"
